author_id,final_first_name,final_last_name,first_top5_publication_year,years_since_first_publication,entry_cohort,doi_full,from_publication_number,to_publication_number,publication_transition,previous_publication_year,publication_year,gap_years
AFZ012261,Christopher,Neilson,2013,7,2011-2015,10.1257/aer.20170129,2,3,2 to 3,2015,2020,5
AFZ012261,Christopher,Neilson,2013,8,2011-2015,10.1093/qje/qjab006,3,4,3 to 4,2020,2021,1
AFZ012261,Christopher,Neilson,2013,9,2011-2015,10.1093/qje/qjac013,4,5,4 to 5,2021,2022,1
AFZ012261,Christopher,Neilson,2013,11,2011-2015,10.1086/729068,5,6,5 to 6,2022,2024,2
AFZ012263,Brent,Neiman,2013,1,2011-2015,10.1093/qje/qju008,1,2,1 to 2,2013,2014,1
AFZ012263,Brent,Neiman,2013,1,2011-2015,10.1257/aer.104.3.793,2,3,2 to 3,2014,2014,0
AFZ012263,Brent,Neiman,2013,3,2011-2015,10.1257/aer.20101557,3,4,3 to 4,2014,2016,2
AFZ012263,Brent,Neiman,2013,6,2011-2015,10.1086/705688,4,5,4 to 5,2016,2019,3
AFZ012263,Brent,Neiman,2013,8,2011-2015,10.1093/qje/qjab014,5,6,5 to 6,2019,2021,2
AFZ012268,Arash,Nekoei,2015,2,2011-2015,10.1257/aer.20150528,1,2,1 to 2,2015,2017,2
AFZ012268,Arash,Nekoei,2015,6,2011-2015,10.1257/aer.20180820,2,3,2 to 3,2017,2021,4
AFZ012268,Arash,Nekoei,2015,7,2011-2015,10.1093/restud/rdac016,3,4,3 to 4,2021,2022,1
AFZ012268,Arash,Nekoei,2015,9,2011-2015,10.1093/qje/qjae029,4,5,4 to 5,2022,2024,2
AFZ012275,Daniel,Nelson,1991,3,1991-1995,10.2307/2171861,1,2,1 to 2,1991,1994,3
AFZ012275,Daniel,Nelson,1991,3,1991-1995,10.2307/2951474,2,3,2 to 3,1994,1994,0
AFZ012275,Dan,Nelson,1991,5,1991-1995,10.2307/2171927,3,4,3 to 4,1994,1996,2
AFZ012294,Lars,Nesheim,2002,2,2001-2005,10.1086/379947,1,2,1 to 2,2002,2004,2
AFZ012294,Lars,Nesheim,2002,8,2001-2005,10.3982/ecta6388,2,3,2 to 3,2004,2010,6
AFZ012317,David,Neumark,1992,0,1991-1995,10.2307/2118485,1,2,1 to 2,1992,1992,0
AFZ012317,David,Neumark,1992,5,1991-1995,10.1086/250091,2,3,2 to 3,1992,1997,5
AFZ012317,David,Neumark,1992,11,1991-1995,10.1257/000282803321947164,3,4,3 to 4,1997,2003,6
AFZ012325,Aviv,Nevo,2001,4,2001-2005,10.1111/j.1468-0262.2006.00721.x,1,2,1 to 2,2001,2005,4
AFZ012325,Aviv,Nevo,2001,4,2001-2005,10.1257/000282805774670347,2,3,2 to 3,2005,2005,0
AFZ012325,Aviv,Nevo,2001,8,2001-2005,10.1257/aer.99.5.1878,3,4,3 to 4,2005,2009,4
AFZ012333,Andrew,Newman,1991,2,1991-1995,10.1086/261876,1,2,1 to 2,1991,1993,2
AFZ012333,Andrew,Newman,1991,7,1991-1995,10.1111/1467-937x.00062,2,3,2 to 3,1993,1998,5
AFZ012333,Andrew,Newman,1991,11,1991-1995,10.1111/1467-937x.00231,3,4,3 to 4,1998,2002,4
AFZ012365,Tom,Nicholas,2004,4,2001-2005,10.1257/aer.98.4.1370,1,2,1 to 2,2004,2008,4
AFZ012386,Muriel,Niederle,2003,0,2001-2005,10.1162/00335530360698496,1,2,1 to 2,2003,2003,0
AFZ012386,Muriel,Niederle,2003,2,2001-2005,10.1257/0002828054201323,2,3,2 to 3,2003,2005,2
AFZ012386,Muriel,Niederle,2003,2,2001-2005,10.1257/000282805774669691,3,4,3 to 4,2005,2005,0
AFZ012386,M,Niederle,2003,4,2001-2005,10.1162/qjec.122.3.1067,4,5,4 to 5,2005,2007,2
AFZ012386,Muriel,Niederle,2003,4,2001-2005,10.1257/aer.97.5.1957,5,6,5 to 6,2007,2007,0
AFZ012386,Muriel,Niederle,2003,7,2001-2005,10.3982/ecta8112,6,7,6 to 7,2007,2010,3
AFZ012386,Muriel,Niederle,2003,11,2001-2005,10.1093/qje/qju009,7,8,7 to 8,2010,2014,4
AFZ012388,Paul,Niehaus,2011,1,2011-2015,10.1257/aer.102.7.3516,1,2,1 to 2,2011,2012,1
AFZ012388,Paul,Niehaus,2011,5,2011-2015,10.1257/aer.20141346,2,3,2 to 3,2012,2016,4
AFZ012388,Paul,Niehaus,2011,11,2011-2015,10.3982/ecta17945,3,4,3 to 4,2016,2022,6
AFZ012397,Torben,Nielsen,2014,5,2011-2015,10.1257/aer.20171993,1,2,1 to 2,2014,2019,5
AFZ012423,Kristoffer,Nimark,2014,7,2011-2015,10.1257/aer.20191895,1,2,1 to 2,2014,2021,7
AFZ012423,Kristoffer,Nimark,2014,10,2011-2015,10.3982/ecta20629,2,3,2 to 3,2021,2024,3
AFZ012432,Shinichi,Nishiyama,2005,2,2001-2005,10.1162/qjec.2007.122.4.1677,1,2,1 to 2,2005,2007,2
AFZ012458,Guillermo,Noguera,2012,11,2011-2015,10.1093/qje/qjad026,1,2,1 to 2,2012,2023,11
AFZ012467,Jawwad,Noor,2011,11,2011-2015,10.3982/ecta16050,1,2,1 to 2,2011,2022,11
AFZ012477,Peter,Norman,2003,1,2001-2005,10.1111/0034-6527.00318; 10.1111/j.1467-937x.2004.00318.x,1,2,1 to 2,2003,2004,1
AFZ012485,Michael,Norton,2013,2,2011-2015,10.1257/aer.20130360,1,2,1 to 2,2013,2015,2
AFZ012511,Akwasi,Nti-Addae,2012,1,2011-2015,10.1257/aer.103.3.293,1,2,1 to 2,2012,2013,1
AFZ012538,Ronald,Oaxaca,2011,1,2011-2015,10.1257/aer.102.3.256,1,2,1 to 2,2011,2012,1
AFZ012544,Ziad,Obermeyer,2015,2,2011-2015,10.1257/aer.p20171084,1,2,1 to 2,2015,2017,2
AFZ012544,Ziad,Obermeyer,2015,6,2011-2015,10.1093/qje/qjab046,2,3,2 to 3,2017,2021,4
AFZ012544,Ziad,Obermeyer,2015,9,2011-2015,10.1093/qje/qjae015,3,4,3 to 4,2021,2024,3
AFZ012558,Peter,Ockenfels,2004,4,2001-2005,10.1111/j.1467-937x.2008.00512.x,1,2,1 to 2,2004,2008,4
AFZ012581,Theo,Offerman,2002,0,2001-2005,10.1257/00028280260136435,1,2,1 to 2,2002,2002,0
AFZ012581,Theo,Offerman,2002,4,2001-2005,10.1111/j.1467-937x.2006.00395.x,2,3,2 to 3,2002,2006,4
AFZ012581,Theo,Offerman,2002,7,2001-2005,10.1111/j.1467-937x.2009.00557.x,3,4,3 to 4,2006,2009,3
AFZ012589,Masao,Ogaki,1992,6,1991-1995,10.1086/250040,1,2,1 to 2,1992,1998,6
AFZ012589,Masao,Ogaki,1992,9,1991-1995,10.1111/1468-0262.00201,2,3,2 to 3,1998,2001,3
AFZ012613,Atsushi,Ohyama,2015,6,2011-2015,10.1257/aer.20201656,1,2,1 to 2,2015,2021,6
AFZ012620,Tetsuji,Okazaki,2015,6,2011-2015,10.1257/aer.20201656,1,2,1 to 2,2015,2021,6
AFZ012639,Jose,Olea,2013,1,2011-2015,10.1093/qje/qju017,1,2,1 to 2,2013,2014,1
AFZ012639,Jose,Olea,2013,7,2011-2015,10.1086/710607,2,3,2 to 3,2014,2020,6
AFZ012639,Jose,Olea,2013,8,2011-2015,10.3982/ecta18756,3,4,3 to 4,2020,2021,1
AFZ012639,Jose,Olea,2013,9,2011-2015,10.1093/qje/qjac015,4,5,4 to 5,2021,2022,1
AFZ012647,Paulina,Oliva,2015,0,2011-2015,10.1257/aer.p20151097,1,2,1 to 2,2015,2015,0
AFZ012659,Santiago,Oliveros,2012,5,2011-2015,10.1257/aer.20150755,1,2,1 to 2,2012,2017,5
AFZ012660,Claudia,Olivetti,2004,9,2001-2005,10.1257/aer.103.3.257,1,2,1 to 2,2004,2013,9
AFZ012660,Claudia,Olivetti,2004,11,2001-2005,10.1257/aer.20130821,2,3,2 to 3,2013,2015,2
AFZ012661,Benjamin,Olken,2005,2,2001-2005,10.1086/517935,1,2,1 to 2,2005,2007,2
AFZ012661,Benjamin,Olken,2005,4,2001-2005,10.1086/599707,2,3,2 to 3,2007,2009,2
AFZ012661,Benjamin,Olken,2005,4,2001-2005,10.1257/aer.99.2.198,3,4,3 to 4,2009,2009,0
AFZ012661,Benjamin,Olken,2005,5,2001-2005,10.1257/aer.100.2.454,4,5,4 to 5,2009,2010,1
AFZ012661,Benjamin,Olken,2005,7,2001-2005,10.1093/qje/qjs034,5,6,5 to 6,2010,2012,2
AFZ012661,Benjamin,Olken,2005,7,2001-2005,10.1257/aer.102.4.1206,6,7,6 to 7,2012,2012,0
AFZ012661,Benjamin,Olken,2005,10,2001-2005,10.1093/qje/qjv042,7,8,7 to 8,2012,2015,3
AFZ012661,Benjamin,Olken,2005,11,2001-2005,10.1086/685299,8,9,8 to 9,2015,2016,1
AFZ012661,Benjamin,Olken,2005,11,2001-2005,10.1257/aer.20140705,9,10,9 to 10,2016,2016,0
AFZ012687,Wojciech,Olszewski,2005,1,2001-2005,10.1111/j.1468-0262.2006.00717.x,1,2,1 to 2,2005,2006,1
AFZ012687,Wojciech,Olszewski,2005,2,2001-2005,10.1111/j.1467-937x.2007.00431.x,2,3,2 to 3,2006,2007,1
AFZ012687,Wojciech,Olszewski,2005,3,2001-2005,10.3982/ecta7428,3,4,3 to 4,2007,2008,1
AFZ012687,Wojciech,Olszewski,2005,4,2001-2005,10.1162/qjec.2009.124.4.1773,4,5,4 to 5,2008,2009,1
AFZ012687,Wojciech,Olszewski,2005,6,2001-2005,10.1257/aer.101.2.788,5,6,5 to 6,2009,2011,2
AFZ012687,Wojciech,Olszewski,2005,11,2001-2005,10.3982/ecta11696,6,7,6 to 7,2011,2016,5
AFZ012698,Steven,Ongena,2012,2,2011-2015,10.3982/ecta10104,1,2,1 to 2,2012,2014,2
AFZ012698,Steven,Ongena,2012,5,2011-2015,10.1086/694289,2,3,2 to 3,2014,2017,3
AFZ012707,Hessel,Oosterbeek,2012,2,2011-2015,10.1093/qje/qju009,1,2,1 to 2,2012,2014,2
AFZ012707,Hessel,Oosterbeek,2012,4,2011-2015,10.1093/restud/rdw045,2,3,2 to 3,2014,2016,2
AFZ012707,Hessel,Oosterbeek,2012,10,2011-2015,10.1086/721230,3,4,3 to 4,2016,2022,6
AFZ012713,Marcus,Opp,2015,5,2011-2015,10.1093/restud/rdaa043,1,2,1 to 2,2015,2020,5
AFZ012713,Marcus,Opp,2015,9,2011-2015,10.1093/restud/rdae048,2,3,2 to 3,2020,2024,4
AFZ012719,Luca,Opromolla,2013,7,2011-2015,10.1086/710533,1,2,1 to 2,2013,2020,7
AFZ012719,Luca,Opromolla,2013,8,2011-2015,10.1086/716560,2,3,2 to 3,2020,2021,1
AFZ012727,Guillermo,Ordonez,2013,1,2011-2015,10.1093/qje/qju034,1,2,1 to 2,2013,2014,1
AFZ012727,Guillermo,Ordonez,2013,1,2011-2015,10.1257/aer.104.2.343,2,3,2 to 3,2014,2014,0
AFZ012727,Guillermo,Ordonez,2013,4,2011-2015,10.1257/aer.20140782,3,4,3 to 4,2014,2017,3
AFZ012727,Guillermo,Ordonez,2013,6,2011-2015,10.1086/704544,4,5,4 to 5,2017,2019,2
AFZ012727,Guillermo,Ordonez,2013,9,2011-2015,10.1086/720139,5,6,5 to 6,2019,2022,3
AFZ012727,Guillermo,Ordonez,2013,11,2011-2015,10.1093/restud/rdae017,6,7,6 to 7,2022,2024,2
AFZ012742,Emanuel,Ornelas,2005,3,2001-2005,10.1162/qjec.2008.123.4.1531,1,2,1 to 2,2005,2008,3
AFZ012747,Athanasios,Orphanides,1995,6,1991-1995,10.1086/322085,1,2,1 to 2,1995,2001,6
AFZ012747,Athanasios,Orphanides,1995,6,1991-1995,10.1257/aer.91.4.964,2,3,2 to 3,2001,2001,0
AFZ012747,Athanasios,Orphanides,1995,7,1991-1995,10.1257/000282802320189104,3,4,3 to 4,2001,2002,1
AFZ012747,Athanasios,Orphanides,1995,11,1991-1995,10.1257/000282806777212567,4,5,4 to 5,2002,2006,4
AFZ012763,Pietro,Ortoleva,2012,0,2011-2015,10.3982/ecta8040,1,2,1 to 2,2012,2012,0
AFZ012763,Pietro,Ortoleva,2012,3,2011-2015,10.1257/aer.20111046,2,3,2 to 3,2012,2015,3
AFZ012763,Pietro,Ortoleva,2012,3,2011-2015,10.1257/aer.20130921,3,4,3 to 4,2015,2015,0
AFZ012763,Pietro,Ortoleva,2012,3,2011-2015,10.3982/ecta11733,4,5,4 to 5,2015,2015,0
AFZ012763,Pietro,Ortoleva,2012,4,2011-2015,10.1086/689774,5,6,5 to 6,2015,2016,1
AFZ012763,Pietro,Ortoleva,2012,7,2011-2015,10.1257/aer.20180688,6,7,6 to 7,2016,2019,3
AFZ012763,Pietro,Ortoleva,2012,8,2011-2015,10.3982/ecta16427,7,8,7 to 8,2019,2020,1
AFZ012763,Pietro,Ortoleva,2012,10,2011-2015,10.1093/qje/qjac015,8,9,8 to 9,2020,2022,2
AFZ012788,Ralph,Ossa,2011,1,2011-2015,10.1257/aer.102.3.466,1,2,1 to 2,2011,2012,1
AFZ012788,Ralph,Ossa,2011,3,2011-2015,10.1257/aer.104.12.4104,2,3,2 to 3,2012,2014,2
AFZ012792,Emily,Oster,2005,0,2001-2005,10.1162/0033553053970160,1,2,1 to 2,2005,2005,0
AFZ012792,Emily,Oster,2005,4,2001-2005,10.1162/qjec.2009.124.3.1057,2,3,2 to 3,2005,2009,4
AFZ012792,Emily,Oster,2005,8,2001-2005,10.1257/aer.103.2.804,3,4,3 to 4,2009,2013,4
AFZ012792,Emily,Oster,2005,8,2001-2005,10.1257/aer.103.5.1977,4,5,4 to 5,2013,2013,0
AFZ012815,Christopher,Otrok,2003,10,2001-2005,10.1257/aer.103.6.2612,1,2,1 to 2,2003,2013,10
AFZ012816,Taisuke,Otsu,2012,1,2011-2015,10.3982/ecta8617,1,2,1 to 2,2012,2013,1
AFZ012822,Marco,Ottaviani,2001,8,2001-2005,10.1257/aer.99.3.883,1,2,1 to 2,2001,2009,8
AFZ012822,Marco,Ottaviani,2001,8,2001-2005,10.1257/aer.99.5.2129,2,3,2 to 3,2009,2009,0
AFZ012822,Marco,Ottaviani,2001,11,2001-2005,10.1257/aer.102.2.780,3,4,3 to 4,2009,2012,3
AFZ012823,GIANMARCO,OTTAVIANO,2005,3,2001-2005,10.1111/j.1467-937x.2007.00463.x,1,2,1 to 2,2005,2008,3
AFZ012823,Gianmarco,Ottaviano,2005,8,2001-2005,10.1257/aer.103.5.1925,2,3,2 to 3,2008,2013,5
AFZ012823,Gianmarco,Ottaviano,2005,9,2001-2005,10.1257/aer.104.2.495,3,4,3 to 4,2013,2014,1
AFZ012823,Gianmarco,Ottaviano,2005,9,2001-2005,10.1257/aer.104.5.304,4,5,4 to 5,2014,2014,0
AFZ012832,Jan,Ours,1995,6,1991-1995,10.1257/aer.91.4.1055,1,2,1 to 2,1995,2001,6
AFZ012832,Jan,Ours,1995,8,1991-1995,10.1257/000282803321455296,2,3,2 to 3,2001,2003,2
AFZ012832,JAN,OURS,1995,11,1991-1995,10.1111/j.1467-937x.2006.00406.x,3,4,3 to 4,2003,2006,3
AFZ012838,Henry,Overman,2005,1,2001-2005,10.1162/qjec.2006.121.2.587,1,2,1 to 2,2005,2006,1
AFZ012847,Emily,Owens,2015,0,2011-2015,10.1257/aer.p20151120,1,2,1 to 2,2015,2015,0
AFZ012856,Ruth,Oyelere,2012,2,2011-2015,10.1257/aer.104.5.412,1,2,1 to 2,2012,2014,2
AFZ012864,Asuman,Ozdaglar,2011,1,2011-2015,10.3982/ecta9623,1,2,1 to 2,2011,2012,1
AFZ012864,Asuman,Ozdaglar,2011,4,2011-2015,10.1257/aer.20130456,2,3,2 to 3,2012,2015,3
AFZ012864,Asuman,Ozdaglar,2011,6,2011-2015,10.1257/aer.20151086,3,4,3 to 4,2015,2017,2
AFZ012864,Asuman,Ozdaglar,2011,11,2011-2015,10.3982/ecta15847,4,5,4 to 5,2017,2022,5
AFZ012866,Emre,Ozdenoren,2011,5,2011-2015,10.1093/restud/rdw058,1,2,1 to 2,2011,2016,5
AFZ012870,Owen,Ozier,2015,6,2011-2015,10.1257/aer.20191972,1,2,1 to 2,2015,2021,6
AFZ012871,Serdar,Ozkan,2013,1,2011-2015,10.1086/675535,1,2,1 to 2,2013,2014,1
AFZ012871,Serdar,Ozkan,2013,4,2011-2015,10.1257/aer.p20171012,2,3,2 to 3,2014,2017,3
AFZ012871,Serdar,Ozkan,2013,8,2011-2015,10.3982/ecta14603,3,4,3 to 4,2017,2021,4
AFZ012879,Sabrina,Pabilonia,2005,2,2001-2005,10.1257/aer.97.2.402,1,2,1 to 2,2005,2007,2
AFZ012883,Luigi,Paciello,2011,2,2011-2015,10.1093/restud/rdt024,1,2,1 to 2,2011,2013,2
AFZ012883,Luigi,Paciello,2011,4,2011-2015,10.1093/restud/rdv050,2,3,2 to 3,2013,2015,2
AFZ012883,Luigi,Paciello,2011,10,2011-2015,10.1093/restud/rdab041,3,4,3 to 4,2015,2021,6
AFZ012910,Mallesh,Pai,2014,4,2011-2015,10.1257/aer.20170299,1,2,1 to 2,2014,2018,4
AFZ012910,Mallesh,Pai,2014,8,2011-2015,10.1093/qje/qjac015,2,3,2 to 3,2018,2022,4
AFZ012910,Mallesh,Pai,2014,11,2011-2015,10.1086/739332,3,4,3 to 4,2022,2025,3
AFZ012918,Ignacio,Palacios-Huerta,2003,0,2001-2005,10.1257/000282803322157197,1,2,1 to 2,2003,2003,0
AFZ012918,Ignacio,PalaciosHuerta,2003,1,2001-2005,10.1111/j.1468-0262.2004.00519.x,2,3,2 to 3,2003,2004,1
AFZ012918,Ignacio,PalaciosHuerta,2003,5,2001-2005,10.1111/j.0012-9682.2008.00818.x,3,4,3 to 4,2004,2008,4
AFZ012918,Ignacio,Palacios-Huerta,2003,6,2001-2005,10.1257/aer.99.4.1619,4,5,4 to 5,2008,2009,1
AFZ012918,Ignacio,Palacios-Huerta,2003,7,2001-2005,10.1257/aer.100.5.2548,5,6,5 to 6,2009,2010,1
AFZ012925,Amanda,Pallais,2014,1,2011-2015,10.1257/aer.p20151025,1,2,1 to 2,2014,2015,1
AFZ012925,Amanda,Pallais,2014,2,2011-2015,10.1086/688850,2,3,2 to 3,2015,2016,1
AFZ012925,Amanda,Pallais,2014,3,2011-2015,10.1093/qje/qjx006,3,4,3 to 4,2016,2017,1
AFZ012925,Amanda,Pallais,2014,3,2011-2015,10.1257/aer.20161500,4,5,4 to 5,2017,2017,0
AFZ012925,Amanda,Pallais,2014,3,2011-2015,10.1257/aer.20170029,5,6,5 to 6,2017,2017,0
AFZ012925,Amanda,Pallais,2014,7,2011-2015,10.1093/qje/qjab050,6,7,6 to 7,2017,2021,4
AFZ012931,Marten,Palme,2005,4,2001-2005,10.1162/qjec.2009.124.4.1729,1,2,1 to 2,2005,2009,4
AFZ012932,Christopher,Palmer,2014,2,2011-2015,10.3982/ecta12121,1,2,1 to 2,2014,2016,2
AFZ012932,Christopher,Palmer,2014,5,2011-2015,10.1093/restud/rdz060,2,3,2 to 3,2016,2019,3
AFZ012932,Christopher,Palmer,2014,7,2011-2015,10.3982/ecta14667,3,4,3 to 4,2019,2021,2
AFZ012932,Christopher,Palmer,2014,10,2011-2015,10.1257/aer.20200407,4,5,4 to 5,2021,2024,3
AFZ012949,Jessica,Pan,2015,0,2011-2015,10.1257/aer.p20151005,1,2,1 to 2,2015,2015,0
AFZ012949,Jessica,Pan,2015,2,2011-2015,10.1257/aer.p20171064,2,3,2 to 3,2015,2017,2
AFZ012949,Jessica,Pan,2015,5,2011-2015,10.1093/restud/rdaa066,3,4,3 to 4,2017,2020,3
AFZ012949,Jessica,Pan,2015,8,2011-2015,10.1093/qje/qjad017,4,5,4 to 5,2020,2023,3
AFZ012962,Rohini,Pande,2002,1,2001-2005,10.1257/000282803769206232,1,2,1 to 2,2002,2003,1
AFZ012962,Rohini,Pande,2002,3,2001-2005,10.1257/0002828054201242,2,3,2 to 3,2003,2005,2
AFZ012962,Rohini,Pande,2002,5,2001-2005,10.1162/qjec.122.2.601,3,4,3 to 4,2005,2007,2
AFZ012962,Rohini,Pande,2002,6,2001-2005,10.1257/aer.98.2.505,4,5,4 to 5,2007,2008,1
AFZ012962,Rohini,Pande,2002,7,2001-2005,10.1162/qjec.2009.124.4.1497,5,6,5 to 6,2008,2009,1
AFZ012962,Rohini,Pande,2002,8,2001-2005,10.1257/aer.100.2.125,6,7,6 to 7,2009,2010,1
AFZ012962,Rohini,Pande,2002,11,2001-2005,10.1093/qje/qjt024,7,8,7 to 8,2010,2013,3
AFZ012962,Rohini,Pande,2002,11,2001-2005,10.1093/restud/rdt016,8,9,8 to 9,2013,2013,0
AFZ012962,Rohini,Pande,2002,11,2001-2005,10.1257/aer.103.3.314,9,10,9 to 10,2013,2013,0
AFZ012962,Rohini,Pande,2002,11,2001-2005,10.1257/aer.103.6.2196,10,11,10 to 11,2013,2013,0
AFZ012963,Priyanka,Pandey,2004,2,2001-2005,10.1257/000282806777212611,1,2,1 to 2,2004,2006,2
AFZ012972,Juan,Pantano,2015,3,2011-2015,10.1257/aer.20161014,1,2,1 to 2,2015,2018,3
AFZ012972,Juan,Pantano,2015,10,2011-2015,10.1086/738483,2,3,2 to 3,2018,2025,7
AFZ012979,Nicholas,Papageorge,2015,4,2011-2015,10.1086/705415,1,2,1 to 2,2015,2019,4
AFZ012979,Nicholas,Papageorge,2015,9,2011-2015,10.1093/restud/rdae061,2,3,2 to 3,2019,2024,5
AFZ012981,Theodore,Papageorgiou,2013,7,2011-2015,10.3982/ecta15455,1,2,1 to 2,2013,2020,7
AFZ012981,Theodore,Papageorgiou,2013,10,2011-2015,10.1093/qje/qjad023,2,3,2 to 3,2020,2023,3
AFZ012984,Elias,Papaioannou,2013,0,2011-2015,10.3982/ecta9613,1,2,1 to 2,2013,2013,0
AFZ012984,Elias,Papaioannou,2013,3,2011-2015,10.1086/685300,2,3,2 to 3,2013,2016,3
AFZ012984,Elias,Papaioannou,2013,3,2011-2015,10.1257/aer.20131311,3,4,3 to 4,2016,2016,0
AFZ012984,Elias,Papaioannou,2013,5,2011-2015,10.1093/restud/rdy069,4,5,4 to 5,2016,2018,2
AFZ012984,Elias,Papaioannou,2013,8,2011-2015,10.3982/ecta17018,5,6,5 to 6,2018,2021,3
AFZ012997,Daniel,Paravisini,2014,3,2011-2015,10.1257/aer.20120942,1,2,1 to 2,2014,2017,3
AFZ012997,Daniel,Paravisini,2014,7,2011-2015,10.1093/restud/rdaa078,2,3,2 to 3,2017,2021,4
AFZ013002,Stephen,Parente,1994,5,1991-1995,10.1257/aer.89.5.1216,1,2,1 to 2,1994,1999,5
AFZ013002,Stephen,Parente,1994,6,1991-1995,10.1086/316102,2,3,2 to 3,1999,2000,1
AFZ013002,Stephen,Parente,1994,8,1991-1995,10.1257/000282802320189177,3,4,3 to 4,2000,2002,2
AFZ013003,Mathieu,Parenti,2012,9,2011-2015,10.3982/ecta17416,1,2,1 to 2,2012,2021,9
AFZ013013,InUck,Park,2004,10,2001-2005,10.1093/restud/rdu012,1,2,1 to 2,2004,2014,10
AFZ013014,Jee-Hyeong,Park,2002,2,2001-2005,10.1257/000282804322970742,1,2,1 to 2,2002,2004,2
AFZ013014,Jee-Hyeong,Park,2002,9,2001-2005,10.1093/restud/rdq036,2,3,2 to 3,2004,2011,7
AFZ013023,Yena,Park,2013,8,2011-2015,10.1093/restud/rdab003,1,2,1 to 2,2013,2021,8
AFZ013023,Yena,Park,2013,10,2011-2015,10.1093/restud/rdad071,2,3,2 to 3,2021,2023,2
AFZ013028,Jonathan,Parker,1994,5,1991-1995,10.1257/aer.89.4.959,1,2,1 to 2,1994,1999,5
AFZ013028,Jonathan,Parker,1994,7,1991-1995,10.1257/aer.91.2.406,2,3,2 to 3,1999,2001,2
AFZ013028,Jonathan,Parker,1994,8,1991-1995,10.1111/1468-0262.00269,3,4,3 to 4,2001,2002,1
AFZ013028,Jonathan,Parker,1994,9,1991-1995,10.1257/000282803321947380,4,5,4 to 5,2002,2003,1
AFZ013028,Jonathan,Parker,1994,11,1991-1995,10.1086/426042,5,6,5 to 6,2003,2005,2
AFZ013028,Jonathan,Parker,1994,11,1991-1995,10.1257/0002828054825493,6,7,6 to 7,2005,2005,0
AFZ013028,Jonathan,Parker,1994,11,1991-1995,10.1257/0002828054825556,7,8,7 to 8,2005,2005,0
AFZ013038,Christine,Parlour,2001,10,2001-2005,10.1093/restud/rdq010,1,2,1 to 2,2001,2011,10
AFZ013049,Fernando,Parro,2014,3,2011-2015,10.1093/restud/rdx082,1,2,1 to 2,2014,2017,3
AFZ013049,Fernando,Parro,2014,5,2011-2015,10.3982/ecta13758,2,3,2 to 3,2017,2019,2
AFZ013049,Fernando,Parro,2014,7,2011-2015,10.1086/716560,3,4,3 to 4,2019,2021,2
AFZ013050,Ian,Parry,2005,0,2001-2005,10.1257/000282805774670482,1,2,1 to 2,2005,2005,0
AFZ013050,Ian,Parry,2005,4,2001-2005,10.1257/aer.99.3.700,2,3,2 to 3,2005,2009,4
AFZ013065,Daniele,Paserman,2004,2,2001-2005,10.1257/000282806777212008,1,2,1 to 2,2004,2006,2
AFZ013065,Daniele,Paserman,2004,4,2001-2005,10.1257/aer.98.4.1591,2,3,2 to 3,2006,2008,2
AFZ013065,Daniele,Paserman,2004,7,2001-2005,10.1093/restud/rdq038,3,4,3 to 4,2008,2011,3
AFZ013065,Daniele,Paserman,2004,7,2001-2005,10.1093/restud/rdr046,4,5,4 to 5,2011,2011,0
AFZ013065,Daniele,Paserman,2004,11,2001-2005,10.1257/aer.20130821,5,6,5 to 6,2011,2015,4
AFZ013077,Lubos,Pastor,2003,6,2001-2005,10.1257/aer.99.4.1451,1,2,1 to 2,2003,2009,6
AFZ013077,Lubos,Pastor,2003,9,2001-2005,10.1086/667987,2,3,2 to 3,2009,2012,3
AFZ013090,Parag,Pathak,2005,0,2001-2005,10.1257/000282805774670167,1,2,1 to 2,2005,2005,0
AFZ013090,Parag,Pathak,2005,1,2001-2005,10.1257/000282806777211874,2,3,2 to 3,2005,2006,1
AFZ013090,Parag,Pathak,2005,3,2001-2005,10.1257/aer.98.4.1636,3,4,3 to 4,2006,2008,2
AFZ013090,Parag,Pathak,2005,4,2001-2005,10.1257/aer.99.3.608,4,5,4 to 5,2008,2009,1
AFZ013090,Parag,Pathak,2005,4,2001-2005,10.1257/aer.99.5.1954,5,6,5 to 6,2009,2009,0
AFZ013090,Parag,Pathak,2005,5,2001-2005,10.1257/aer.100.2.239,6,7,6 to 7,2009,2010,1
AFZ013090,Parag,Pathak,2005,5,2001-2005,10.1257/aer.100.2.475,7,8,7 to 8,2010,2010,0
AFZ013090,Parag,Pathak,2005,6,2001-2005,10.1257/aer.101.5.2108,8,9,8 to 9,2010,2011,1
AFZ013090,Parag,Pathak,2005,8,2001-2005,10.1093/qje/qjt019,9,10,9 to 10,2011,2013,2
AFZ013090,Parag,Pathak,2005,8,2001-2005,10.1257/aer.103.1.80,10,11,10 to 11,2013,2013,0
AFZ013090,Parag,Pathak,2005,9,2001-2005,10.1086/675536,11,12,11 to 12,2013,2014,1
AFZ013090,Parag,Pathak,2005,9,2001-2005,10.3982/ecta10266,12,13,12 to 13,2014,2014,0
AFZ013090,Parag,Pathak,2005,11,2001-2005,10.1257/aer.20150479,13,14,13 to 14,2014,2016,2
AFZ013090,Parag,Pathak,2005,11,2001-2005,10.1257/aer.p20161080,14,15,14 to 15,2016,2016,0
AFZ013114,Alessandro,Pavan,2004,2,2001-2005,10.1086/504901,1,2,1 to 2,2004,2006,2
